gym,fighter_count,example_fighters,google_search_url,google_places_query,resolved_address,latitude,longitude,elevation_m,elevation_ft,google_place_id,lookup_status,notes
Minnesota Top Team,1,Steven Asplund,https://www.google.com/search?q=Minnesota+Top+Team+MMA+gym+location+elevation,Minnesota Top Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Mjölnir, Reykjavik Iceland",1,Gunnar Nelson,https://www.google.com/search?q=Mj%C3%B6lnir%2C+Reykjavik+Iceland+MMA+gym+location+elevation,"Mjölnir, Reykjavik Iceland",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
MK Muay Thai,1,Fatima Kline,https://www.google.com/search?q=MK+Muay+Thai+MMA+gym+location+elevation,MK Muay Thai,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"MMA Factory - Paris, France",3,Alan Baudot; Ciryl Gane; Gadzhi Omargadzhiev,https://www.google.com/search?q=MMA+Factory+-+Paris%2C+France+MMA+gym+location+elevation,"MMA Factory - Paris, France",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
MMA Gold,1,Aspen Ladd,https://www.google.com/search?q=MMA+Gold+MMA+gym+location+elevation,MMA Gold,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"MMA LAB - Glendale, AZ",9,Alex Caceres; Benson Henderson; Bryan Barberena; Chris Gruetzemacher; Efrain Escudero,https://www.google.com/search?q=MMA+LAB+-+Glendale%2C+AZ+MMA+gym+location+elevation,"MMA LAB - Glendale, AZ",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
MMA Lab- USA/Dragonslair-UK,1,Bradley Scott,https://www.google.com/search?q=MMA+Lab-+USA%2FDragonslair-UK+MMA+gym+location+elevation,MMA Lab- USA/Dragonslair-UK,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"MMA Masters - Miami, FL",6,Colby Covington; Gabriella Fernandes; Leonardo Augusto Leleco; Nate Landwehr; Themba Gorimbo,https://www.google.com/search?q=MMA+Masters+-+Miami%2C+FL+MMA+gym+location+elevation,"MMA Masters - Miami, FL",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
MMA Nuemberg,1,Abdul Rakhman Yakhyaev,https://www.google.com/search?q=MMA+Nuemberg+MMA+gym+location+elevation,MMA Nuemberg,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
MMA Temple,1,Robelis Despaigne,https://www.google.com/search?q=MMA+Temple+MMA+gym+location+elevation,MMA Temple,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Murcielago MMA,1,Khaos Williams,https://www.google.com/search?q=Murcielago+MMA+MMA+gym+location+elevation,Murcielago MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Nashville MMA,1,Luke Sanders,https://www.google.com/search?q=Nashville+MMA+MMA+gym+location+elevation,Nashville MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
New Breed - Chicago & Vale Tudo - Duneland,1,Eddie Wineland,https://www.google.com/search?q=New+Breed+-+Chicago+%26+Vale+Tudo+-+Duneland+MMA+gym+location+elevation,New Breed - Chicago & Vale Tudo - Duneland,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
New England Cartel,3,Brendon Marotte; Mitch Raposo; Nick Fiore,https://www.google.com/search?q=New+England+Cartel+MMA+gym+location+elevation,New England Cartel,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
New England MMA,1,Calvin Kattar,https://www.google.com/search?q=New+England+MMA+MMA+gym+location+elevation,New England MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Next Edge Academy,1,Devin Clark,https://www.google.com/search?q=Next+Edge+Academy+MMA+gym+location+elevation,Next Edge Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Next Generation Gym,1,Tim Elliott,https://www.google.com/search?q=Next+Generation+Gym+MMA+gym+location+elevation,Next Generation Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
NEXT Generation MMA,5,Luke Riley; Molly McCann; Nathan Fletcher; Paddy Pimblett; Shem Rock,https://www.google.com/search?q=NEXT+Generation+MMA+MMA+gym+location+elevation,NEXT Generation MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Niagara Top Team,2,Jasmine Jasudavicius; Mike Malott,https://www.google.com/search?q=Niagara+Top+Team+MMA+gym+location+elevation,Niagara Top Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Nick Diaz Academy,1,Yancy Medeiros,https://www.google.com/search?q=Nick+Diaz+Academy+MMA+gym+location+elevation,Nick Diaz Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Nicks Fight Club Amarillo Texas,1,Cody Pfister,https://www.google.com/search?q=Nicks+Fight+Club+Amarillo+Texas+MMA+gym+location+elevation,Nicks Fight Club Amarillo Texas,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
None,2,Matt Brown; Patrick Williams,https://www.google.com/search?q=None+MMA+gym+location+elevation,None,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
none (he is freelance),1,Michinori Tanaka,https://www.google.com/search?q=none+%28he+is+freelance%29+MMA+gym+location+elevation,none (he is freelance),,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Nor-Cal Fighting Alliance - Santa Rosa, CA",1,Dominic Waters,https://www.google.com/search?q=Nor-Cal+Fighting+Alliance+-+Santa+Rosa%2C+CA+MMA+gym+location+elevation,"Nor-Cal Fighting Alliance - Santa Rosa, CA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Nottingham MMA,1,Marcin Wrzosek,https://www.google.com/search?q=Nottingham+MMA+MMA+gym+location+elevation,Nottingham MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Nova Unia - Manaus,1,Dileno Lopes,https://www.google.com/search?q=Nova+Unia+-+Manaus+MMA+gym+location+elevation,Nova Unia - Manaus,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Nova Uniae - Barro Flamingo,1,Francimar Barroso,https://www.google.com/search?q=Nova+Uniae+-+Barro+Flamingo+MMA+gym+location+elevation,Nova Uniae - Barro Flamingo,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Nova Uniao - Rio de Janeiro,13,Claudia Gadelha; Hacran Dias; Johnny Eduardo; Lara Procopio; Leonardo Santos,https://www.google.com/search?q=Nova+Uniao+-+Rio+de+Janeiro+MMA+gym+location+elevation,Nova Uniao - Rio de Janeiro,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Nova União,7,Damian Pinas; Jafel Filho; José Aldo; José Souza; Ketlen Vieira,https://www.google.com/search?q=Nova+Uni%C3%A3o+MMA+gym+location+elevation,Nova União,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
NTG Fight & Fitness,1,Junior Tafa,https://www.google.com/search?q=NTG+Fight+%26+Fitness+MMA+gym+location+elevation,NTG Fight & Fitness,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Ocatgon MMA - Bagota,1,Fredy Serrano,https://www.google.com/search?q=Ocatgon+MMA+-+Bagota+MMA+gym+location+elevation,Ocatgon MMA - Bagota,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
OCS - Paranagua,1,John Lineker,https://www.google.com/search?q=OCS+-+Paranagua+MMA+gym+location+elevation,OCS - Paranagua,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Octagon MMA,1,Sean Spencer,https://www.google.com/search?q=Octagon+MMA+MMA+gym+location+elevation,Octagon MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Octagon MMA - Dallas, TX",1,Matt Hobar,https://www.google.com/search?q=Octagon+MMA+-+Dallas%2C+TX+MMA+gym+location+elevation,"Octagon MMA - Dallas, TX",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
OF MMA,1,Antonio Braga Neto,https://www.google.com/search?q=OF+MMA+MMA+gym+location+elevation,OF MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Ohana Academy,1,Jonathan Martinez,https://www.google.com/search?q=Ohana+Academy+MMA+gym+location+elevation,Ohana Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Osman's Gym,1,Gaetano Pirrello,https://www.google.com/search?q=Osman%27s+Gym+MMA+gym+location+elevation,Osman's Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Ottawa Academy of Martial Arts. Ottawa, ON",1,Adam Hunter,https://www.google.com/search?q=Ottawa+Academy+of+Martial+Arts.+Ottawa%2C+ON+MMA+gym+location+elevation,"Ottawa Academy of Martial Arts. Ottawa, ON",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Outsiders Combat Club,1,Julia Avila,https://www.google.com/search?q=Outsiders+Combat+Club+MMA+gym+location+elevation,Outsiders Combat Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"OXYgym Stavanger, Norway",1,Krzysztof Jotko,https://www.google.com/search?q=OXYgym+Stavanger%2C+Norway+MMA+gym+location+elevation,"OXYgym Stavanger, Norway",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Pancrase gym, Stockholm",1,Magnus Cedenblad,https://www.google.com/search?q=Pancrase+gym%2C+Stockholm+MMA+gym+location+elevation,"Pancrase gym, Stockholm",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Paragon BJJ / Knuckleheadz Boxing,1,Tabatha Ricci,https://www.google.com/search?q=Paragon+BJJ+%2F+Knuckleheadz+Boxing+MMA+gym+location+elevation,Paragon BJJ / Knuckleheadz Boxing,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Parillo Boxing,1,Santiago Luna,https://www.google.com/search?q=Parillo+Boxing+MMA+gym+location+elevation,Parillo Boxing,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Patenaude Martial Arts, Kill Cliff FC",1,Julien Leblanc,https://www.google.com/search?q=Patenaude+Martial+Arts%2C+Kill+Cliff+FC+MMA+gym+location+elevation,"Patenaude Martial Arts, Kill Cliff FC",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Pellegrino MMA - Belmar, NJ",1,George Sullivan,https://www.google.com/search?q=Pellegrino+MMA+-+Belmar%2C+NJ+MMA+gym+location+elevation,"Pellegrino MMA - Belmar, NJ",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Peralta Fitness, Morumbi",1,Felipe Arantes,https://www.google.com/search?q=Peralta+Fitness%2C+Morumbi+MMA+gym+location+elevation,"Peralta Fitness, Morumbi",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Peresvet Rostov-on-Don,1,Milana Dudieva,https://www.google.com/search?q=Peresvet+Rostov-on-Don+MMA+gym+location+elevation,Peresvet Rostov-on-Don,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Phuket Top Team- Thailand/ Apex MMA- Accrington, England",1,Ian Entwistle,https://www.google.com/search?q=Phuket+Top+Team-+Thailand%2F+Apex+MMA-+Accrington%2C+England+MMA+gym+location+elevation,"Phuket Top Team- Thailand/ Apex MMA- Accrington, England",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Pinnacle Gym and Vamos,1,JooSang Yoo,https://www.google.com/search?q=Pinnacle+Gym+and+Vamos+MMA+gym+location+elevation,Pinnacle Gym and Vamos,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Pinnacle MMA,1,King Green,https://www.google.com/search?q=Pinnacle+MMA+MMA+gym+location+elevation,Pinnacle MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Pitbull Brothers,1,Patricio Pitbull,https://www.google.com/search?q=Pitbull+Brothers+MMA+gym+location+elevation,Pitbull Brothers,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Pitbull Martial Arts Center,3,Enrique Barzola; Kevin Borjas; Rodrigo Vera,https://www.google.com/search?q=Pitbull+Martial+Arts+Center+MMA+gym+location+elevation,Pitbull Martial Arts Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Planet Eater, Balingen",1,Peter Sobotta,https://www.google.com/search?q=Planet+Eater%2C+Balingen+MMA+gym+location+elevation,"Planet Eater, Balingen",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"PMA, Padstow NSW, Australia",1,Robert Whittaker,https://www.google.com/search?q=PMA%2C+Padstow+NSW%2C+Australia+MMA+gym+location+elevation,"PMA, Padstow NSW, Australia",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Polar Bear Team,1,Serghei Spivac,https://www.google.com/search?q=Polar+Bear+Team+MMA+gym+location+elevation,Polar Bear Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Porrada Training Center/Uprising MMA,1,Billy Elekana,https://www.google.com/search?q=Porrada+Training+Center%2FUprising+MMA+MMA+gym+location+elevation,Porrada Training Center/Uprising MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Portland, Oregon",1,Jason Novelli,https://www.google.com/search?q=Portland%2C+Oregon+MMA+gym+location+elevation,"Portland, Oregon",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Pound 4 Pound,1,Denzel Freeman,https://www.google.com/search?q=Pound+4+Pound+MMA+gym+location+elevation,Pound 4 Pound,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Pound 4 Pound Muay Thai,1,Yuneisy Duben,https://www.google.com/search?q=Pound+4+Pound+Muay+Thai+MMA+gym+location+elevation,Pound 4 Pound Muay Thai,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Pound 4 Pound Muay Thai & Easton Training Center Denver,1,Miranda Maverick,https://www.google.com/search?q=Pound+4+Pound+Muay+Thai+%26+Easton+Training+Center+Denver+MMA+gym+location+elevation,Pound 4 Pound Muay Thai & Easton Training Center Denver,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Power MMA and Fintess - Gilbert, AZ",3,CB Dollaway; Elvis Mutapcic; Ryan Bader,https://www.google.com/search?q=Power+MMA+and+Fintess+-+Gilbert%2C+AZ+MMA+gym+location+elevation,"Power MMA and Fintess - Gilbert, AZ",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Prana Jiu Jitsu Stockholm,1,Nico Musoke,https://www.google.com/search?q=Prana+Jiu+Jitsu+Stockholm+MMA+gym+location+elevation,Prana Jiu Jitsu Stockholm,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Premier Combat Center,1,Joe Ellenberger,https://www.google.com/search?q=Premier+Combat+Center+MMA+gym+location+elevation,Premier Combat Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
PRO GYM - Saint-Jean,1,Steve Bosse,https://www.google.com/search?q=PRO+GYM+-+Saint-Jean+MMA+gym+location+elevation,PRO GYM - Saint-Jean,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Progressive Jiu Jitsu MMA Fitness Vancouver,1,Chris De La Rocha,https://www.google.com/search?q=Progressive+Jiu+Jitsu+MMA+Fitness+Vancouver+MMA+gym+location+elevation,Progressive Jiu Jitsu MMA Fitness Vancouver,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Projeto casa da cultura , amazon pro team",1,Larissa Pacheco,https://www.google.com/search?q=Projeto+casa+da+cultura+%2C+amazon+pro+team+MMA+gym+location+elevation,"Projeto casa da cultura , amazon pro team",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
PRVT Para Vale Tudo,1,Jéssica Andrade,https://www.google.com/search?q=PRVT+Para+Vale+Tudo+MMA+gym+location+elevation,PRVT Para Vale Tudo,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Pura Vida BJJ & MMA,4,Cortavious Romious; Montel Jackson; Nick Klein; Wes Schultz,https://www.google.com/search?q=Pura+Vida+BJJ+%26+MMA+MMA+gym+location+elevation,Pura Vida BJJ & MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Q MMA,1,Levan Chokheli,https://www.google.com/search?q=Q+MMA+MMA+gym+location+elevation,Q MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Rascal Gym, Tokyo Japan",1,Takanori Gomi,https://www.google.com/search?q=Rascal+Gym%2C+Tokyo+Japan+MMA+gym+location+elevation,"Rascal Gym, Tokyo Japan",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Red Dragon Poznan,1,Jakub Wiklacz,https://www.google.com/search?q=Red+Dragon+Poznan+MMA+gym+location+elevation,Red Dragon Poznan,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Red Hawk Academy,1,Tommy McMillen,https://www.google.com/search?q=Red+Hawk+Academy+MMA+gym+location+elevation,Red Hawk Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Red's Boxing,1,Drako Rodriguez,https://www.google.com/search?q=Red%27s+Boxing+MMA+gym+location+elevation,Red's Boxing,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Regiment Training Center,1,Yorgan De Castro,https://www.google.com/search?q=Regiment+Training+Center+MMA+gym+location+elevation,Regiment Training Center,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Reign Training Center Lake Forrest,3,Patrick Cummins; Tony Ferguson; Uriah Hall,https://www.google.com/search?q=Reign+Training+Center+Lake+Forrest+MMA+gym+location+elevation,Reign Training Center Lake Forrest,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Reinders MMA,1,Tereza Bledá,https://www.google.com/search?q=Reinders+MMA+MMA+gym+location+elevation,Reinders MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Renegade Jiu-Jitsu,1,Jai Herbert,https://www.google.com/search?q=Renegade+Jiu-Jitsu+MMA+gym+location+elevation,Renegade Jiu-Jitsu,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Reno Academy of Combat,1,Payton Talbott,https://www.google.com/search?q=Reno+Academy+of+Combat+MMA+gym+location+elevation,Reno Academy of Combat,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Renzo Gracie Academy,2,Katlyn Cerminara; Ryan Benoit,https://www.google.com/search?q=Renzo+Gracie+Academy+MMA+gym+location+elevation,Renzo Gracie Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Renzo gracie Academy- Houston, Texas",1,Rafael Natal,https://www.google.com/search?q=Renzo+gracie+Academy-+Houston%2C+Texas+MMA+gym+location+elevation,"Renzo gracie Academy- Houston, Texas",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Renzo Gracie Philly (Philadelphia) / BMF Ranch (New Mexico),1,Paul Felder,https://www.google.com/search?q=Renzo+Gracie+Philly+%28Philadelphia%29+%2F+BMF+Ranch+%28New+Mexico%29+MMA+gym+location+elevation,Renzo Gracie Philly (Philadelphia) / BMF Ranch (New Mexico),,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Resilience Training Centre- Melbourne,1,Daniel Kelly,https://www.google.com/search?q=Resilience+Training+Centre-+Melbourne+MMA+gym+location+elevation,Resilience Training Centre- Melbourne,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Resistance Fight Team,1,Alexis Davis,https://www.google.com/search?q=Resistance+Fight+Team+MMA+gym+location+elevation,Resistance Fight Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Revolution Martial Arts Inman, SC",2,Hector Urbina; Justin Scoggins,https://www.google.com/search?q=Revolution+Martial+Arts+Inman%2C+SC+MMA+gym+location+elevation,"Revolution Martial Arts Inman, SC",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Revolution Martial Arts, Langley BC Canada",1,Jeremy Kennedy,https://www.google.com/search?q=Revolution+Martial+Arts%2C+Langley+BC+Canada+MMA+gym+location+elevation,"Revolution Martial Arts, Langley BC Canada",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Revolution MMA,1,Sara McMann,https://www.google.com/search?q=Revolution+MMA+MMA+gym+location+elevation,Revolution MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Ricardo Almeida / Valor MMA,1,Edson Barboza,https://www.google.com/search?q=Ricardo+Almeida+%2F+Valor+MMA+MMA+gym+location+elevation,Ricardo Almeida / Valor MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Ricardo Almeida Braziliian Jiu Jitsu - Robinsville, NJ",1,Corey Anderson,https://www.google.com/search?q=Ricardo+Almeida+Braziliian+Jiu+Jitsu+-+Robinsville%2C+NJ+MMA+gym+location+elevation,"Ricardo Almeida Braziliian Jiu Jitsu - Robinsville, NJ",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Ricardo Almeida/Valor MMA,1,Thiago Santos,https://www.google.com/search?q=Ricardo+Almeida%2FValor+MMA+MMA+gym+location+elevation,Ricardo Almeida/Valor MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
RNC Sport Club Hyvinkää,1,Tina Lahdemaki,https://www.google.com/search?q=RNC+Sport+Club+Hyvink%C3%A4%C3%A4+MMA+gym+location+elevation,RNC Sport Club Hyvinkää,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Roger Gracie Academy,1,Julija Stoliarenko,https://www.google.com/search?q=Roger+Gracie+Academy+MMA+gym+location+elevation,Roger Gracie Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Ronin Training Center Columbus, OH",1,Daniel Spohn,https://www.google.com/search?q=Ronin+Training+Center+Columbus%2C+OH+MMA+gym+location+elevation,"Ronin Training Center Columbus, OH",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Rosas Brothers MMA,1,Raul Rosas Jr.,https://www.google.com/search?q=Rosas+Brothers+MMA+MMA+gym+location+elevation,Rosas Brothers MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Rose City FC,1,Mike Pierce,https://www.google.com/search?q=Rose+City+FC+MMA+gym+location+elevation,Rose City FC,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"RothwellMMA/LCCT Kenosha, WI",1,Ben Rothwell,https://www.google.com/search?q=RothwellMMA%2FLCCT+Kenosha%2C+WI+MMA+gym+location+elevation,"RothwellMMA/LCCT Kenosha, WI",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Roufusport,4,Anthony Pettis; Dustin Ortiz; Erik Koch; Mark Choinski,https://www.google.com/search?q=Roufusport+MMA+gym+location+elevation,Roufusport,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Roufusport - Milwaukee, WI",1,Jordan Griffin,https://www.google.com/search?q=Roufusport+-+Milwaukee%2C+WI+MMA+gym+location+elevation,"Roufusport - Milwaukee, WI",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
